company_name,sector,hq_city,founded_year,employee_count,funding_stage,total_funding_usd,employee_growth_pct,active_job_openings,top_hiring_roles,wlb_rating,culture_rating,growth_opportunity_rating,salary_rating,overall_employee_rating,glassdoor_reviews_count,remote_friendly,layoff_flag,ai_roles_focus,tier2_expansion,hire_quality_label,funding_ordinal,hiring_pressure,sector_clean,city_clean,log_funding,funding_per_empl,startup_age,review_density,growth_x_ai
Swish,Food Delivery,Bengaluru,2024,115,Series A,14000000,42,18,Software Engineer; QA Executive; Ops Manager,3.8,4.1,4.4,3.6,4.0,12,Hybrid,0,0,0,Growing,3,0.1565217391304348,D2C,Bengaluru,16.454567959008102,0.1430831996435487,1,0.10434782608695652,42
Startup_104,EdTech,Mumbai,2020,155,Series A,1500000,146,18,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,11,On-site,0,0,1,Emerging,3,0.11612903225806452,EdTech,Mumbai,14.220976332738882,0.09174823440476698,5,0.07096774193548387,146
Startup_105,Semiconductor,Jaipur,2019,81,Seed,0,47,15,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,3,On-site,0,1,0,Growing,1,0.18518518518518517,Semiconductor,Jaipur,0.0,0.0,6,0.037037037037037035,94
Startup_106,Robotics,Ahmedabad,2019,45,Seed,0,152,6,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,5,Hybrid,0,1,0,Emerging,1,0.13333333333333333,Robotics,Ahmedabad,0.0,0.0,6,0.1111111111111111,304
Startup_107,Semiconductor,Bengaluru,2025,97,Series A,9000000,149,10,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,10,Remote,0,1,1,Growing,3,0.10309278350515463,Semiconductor,Bengaluru,16.012735246411598,0.16507974480836698,0,0.10309278350515463,298
Startup_108,Climate Tech,Kochi,2023,130,Seed,12000000,34,28,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,8,On-site,0,0,0,High Desirability,1,0.2153846153846154,Climate Tech,Kochi,16.300417291085605,0.12538782531604312,2,0.06153846153846154,34
Startup_109,DevTools,Mumbai,2020,156,Seed,4000000,158,34,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,14,Remote,0,1,1,Growing,1,0.21794871794871795,DevTools,Mumbai,15.201805169084134,0.0974474690325906,5,0.08974358974358974,316
Startup_110,Semiconductor,Bengaluru,2024,99,Seed,0,29,16,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,12,Hybrid,0,1,1,Emerging,1,0.16161616161616163,Semiconductor,Bengaluru,0.0,0.0,1,0.12121212121212122,58
Startup_111,HealthTech,Indore,2025,86,Seed,2500000,71,20,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,3,Hybrid,0,0,0,Emerging,1,0.23255813953488372,HealthTech,Indore,14.731801689838349,0.17130001964928313,0,0.03488372093023256,71
Startup_112,D2C,Jaipur,2023,78,Series A,12000000,134,12,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,6,Hybrid,0,0,0,High Desirability,3,0.15384615384615385,D2C,Jaipur,16.300417291085605,0.20897970886007186,2,0.07692307692307693,134
Startup_113,D2C,Noida,2019,43,Pre-Series A,6000000,126,7,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,7,Remote,0,0,0,Growing,2,0.16279069767441862,D2C,Noida,15.607270193858982,0.3629597719502089,6,0.16279069767441862,126
Startup_114,Climate Tech,Pune,2021,149,Bootstrapped,6000000,59,34,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,16,Remote,0,0,0,Emerging,0,0.22818791946308725,Climate Tech,Pune,15.607270193858982,0.10474677982455692,4,0.10738255033557047,59
Startup_115,SaaS,Delhi,2023,62,Bootstrapped,6000000,92,9,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,14,Hybrid,0,0,1,Emerging,0,0.14516129032258066,SaaS,Delhi,15.607270193858982,0.25173016441708035,2,0.22580645161290322,92
Startup_116,Climate Tech,Kochi,2023,117,Seed,0,26,19,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,15,Hybrid,0,0,0,Growing,1,0.1623931623931624,Climate Tech,Kochi,0.0,0.0,2,0.1282051282051282,26
Startup_117,FinTech,Mumbai,2019,30,Bootstrapped,0,66,3,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,17,Remote,0,0,1,High Desirability,0,0.1,FinTech,Mumbai,0.0,0.0,6,0.5666666666666667,66
Startup_118,DevTools,Mumbai,2024,159,Series A,0,42,30,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,11,Remote,0,1,1,High Desirability,3,0.18867924528301888,DevTools,Mumbai,0.0,0.0,1,0.06918238993710692,84
Startup_119,DeepTech,Noida,2024,160,Pre-Series A,6000000,63,35,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,16,On-site,0,1,0,High Desirability,2,0.21875,DeepTech,Noida,15.607270193858982,0.09754543871161864,1,0.1,126
Startup_120,DevTools,Chennai,2024,58,Series A,4000000,41,13,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,5,Hybrid,0,1,0,Emerging,3,0.22413793103448276,DevTools,Chennai,15.201805169084134,0.2621000891221402,1,0.08620689655172414,82
Startup_121,Logistics,Mumbai,2023,21,Bootstrapped,6000000,74,4,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,3,Remote,0,0,1,Growing,0,0.19047619047619047,Logistics,Mumbai,15.607270193858982,0.7432033425647134,2,0.14285714285714285,74
Startup_122,Logistics,Jaipur,2025,116,Pre-Series A,12000000,90,22,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,3,Hybrid,0,0,0,Growing,2,0.1896551724137931,Logistics,Jaipur,16.300417291085605,0.1405208387162552,0,0.02586206896551724,90
Startup_123,EdTech,Bengaluru,2022,140,Bootstrapped,9000000,34,32,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,10,Remote,0,0,1,Growing,0,0.22857142857142856,EdTech,Bengaluru,16.012735246411598,0.11437668033151141,3,0.07142857142857142,34
Startup_124,DevTools,Ahmedabad,2020,82,Bootstrapped,12000000,78,12,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,9,Hybrid,0,1,0,High Desirability,0,0.14634146341463414,DevTools,Ahmedabad,16.300417291085605,0.19878557672055616,5,0.10975609756097561,156
Startup_125,HealthTech,Gurugram,2021,48,Bootstrapped,12000000,70,4,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,16,On-site,0,0,0,High Desirability,0,0.08333333333333333,HealthTech,Gurugram,16.300417291085605,0.33959202689761675,4,0.3333333333333333,70
Startup_126,AI,Bengaluru,2021,83,Bootstrapped,6000000,87,18,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,12,Remote,0,1,1,Growing,0,0.21686746987951808,AI,Bengaluru,15.607270193858982,0.18803939992601182,4,0.14457831325301204,174
Startup_127,AgriTech,Kochi,2021,153,Pre-Series A,1500000,151,32,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,12,Hybrid,0,0,0,High Desirability,2,0.20915032679738563,AgriTech,Kochi,14.220976332738882,0.09294755773031949,4,0.0784313725490196,151
Startup_128,Climate Tech,Ahmedabad,2022,25,Pre-Series A,4000000,60,6,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,6,Remote,0,0,0,Growing,2,0.24,Climate Tech,Ahmedabad,15.201805169084134,0.6080722067633654,3,0.24,60
Startup_129,DevTools,Ahmedabad,2021,108,Pre-Series A,12000000,148,19,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,18,On-site,0,1,0,Growing,2,0.17592592592592593,DevTools,Ahmedabad,16.300417291085605,0.1509297897322741,4,0.16666666666666666,296
Startup_130,SaaS,Ahmedabad,2020,160,Pre-Series A,1500000,22,37,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,6,On-site,0,0,0,Emerging,2,0.23125,SaaS,Ahmedabad,14.220976332738882,0.08888110207961801,5,0.0375,22
Startup_131,EdTech,Gurugram,2020,79,Seed,9000000,131,13,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,16,On-site,0,0,0,Growing,1,0.16455696202531644,EdTech,Gurugram,16.012735246411598,0.20269285122039998,5,0.20253164556962025,131
Startup_132,AI,Delhi,2024,27,Bootstrapped,6000000,158,6,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,16,On-site,0,1,1,High Desirability,0,0.2222222222222222,AI,Delhi,15.607270193858982,0.5780470442169994,1,0.5925925925925926,316
Startup_133,DevTools,Bengaluru,2019,36,Pre-Series A,0,71,4,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,16,Hybrid,0,1,1,Growing,2,0.1111111111111111,DevTools,Bengaluru,0.0,0.0,6,0.4444444444444444,142
Startup_134,AgriTech,Pune,2020,40,Bootstrapped,1500000,151,3,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,8,Hybrid,0,0,0,Emerging,0,0.075,AgriTech,Pune,14.220976332738882,0.35552440831847204,5,0.2,151
Startup_135,AI,Indore,2023,85,Seed,6000000,21,16,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,5,On-site,0,1,0,Growing,1,0.18823529411764706,AI,Indore,15.607270193858982,0.1836149434571645,2,0.058823529411764705,42
Startup_136,AgriTech,Bengaluru,2023,90,Seed,6000000,116,21,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,10,On-site,0,0,1,Emerging,1,0.23333333333333334,AgriTech,Bengaluru,15.607270193858982,0.1734141132650998,2,0.1111111111111111,116
Startup_137,HR Tech,Jaipur,2025,30,Bootstrapped,1500000,12,6,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,11,On-site,0,0,0,Emerging,0,0.2,HR Tech,Jaipur,14.220976332738882,0.4740325444246294,0,0.36666666666666664,12
Startup_138,Robotics,Pune,2022,126,Seed,1500000,144,19,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,14,Hybrid,0,1,0,Growing,1,0.15079365079365079,Robotics,Pune,14.220976332738882,0.11286489152967366,3,0.1111111111111111,288
Startup_139,SaaS,Pune,2025,31,Series A,9000000,59,5,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,15,Hybrid,0,0,0,High Desirability,3,0.16129032258064516,SaaS,Pune,16.012735246411598,0.5165398466584387,0,0.4838709677419355,59
Startup_140,DeepTech,Noida,2025,29,Bootstrapped,6000000,157,5,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,6,Hybrid,0,1,0,Emerging,0,0.1724137931034483,DeepTech,Noida,15.607270193858982,0.5381817308227235,0,0.20689655172413793,314
Startup_141,Logistics,Delhi,2022,82,Series A,6000000,115,14,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,17,On-site,0,0,1,Growing,3,0.17073170731707318,Logistics,Delhi,15.607270193858982,0.1903325633397437,3,0.2073170731707317,115
Startup_142,AI,Chennai,2022,92,Seed,4000000,84,19,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,10,Hybrid,0,1,0,Emerging,1,0.20652173913043478,AI,Chennai,15.201805169084134,0.16523701270743624,3,0.10869565217391304,168
Startup_143,Climate Tech,Chennai,2024,42,Seed,12000000,22,4,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,13,Remote,0,0,0,Growing,1,0.09523809523809523,Climate Tech,Chennai,16.300417291085605,0.3881051735972763,1,0.30952380952380953,22
Startup_144,Semiconductor,Mumbai,2020,40,Bootstrapped,9000000,75,7,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,7,Remote,0,1,1,Growing,0,0.175,Semiconductor,Mumbai,16.012735246411598,0.40031838116028995,5,0.175,150
Startup_145,Logistics,Ahmedabad,2022,151,Bootstrapped,0,26,35,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,4,Hybrid,0,0,0,Emerging,0,0.23178807947019867,Logistics,Ahmedabad,0.0,0.0,3,0.026490066225165563,26
Startup_146,Semiconductor,Gurugram,2021,97,Pre-Series A,6000000,131,10,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,13,Remote,0,1,0,High Desirability,2,0.10309278350515463,Semiconductor,Gurugram,15.607270193858982,0.1608996927201957,4,0.13402061855670103,262
Startup_147,AI,Kochi,2019,37,Seed,2500000,61,4,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,11,Hybrid,0,1,0,High Desirability,1,0.10810810810810811,AI,Kochi,14.731801689838349,0.3981568024280635,6,0.2972972972972973,122
Startup_148,HealthTech,Chennai,2021,74,Bootstrapped,12000000,55,10,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,18,Hybrid,0,0,0,Growing,0,0.13513513513513514,HealthTech,Chennai,16.300417291085605,0.22027590933899466,4,0.24324324324324326,55
Startup_149,Logistics,Ahmedabad,2021,76,Bootstrapped,9000000,94,8,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,9,On-site,0,0,0,Emerging,0,0.10526315789473684,Logistics,Ahmedabad,16.012735246411598,0.21069388482120524,4,0.11842105263157894,94
Startup_150,DevTools,Bengaluru,2021,59,Pre-Series A,0,139,12,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,18,Hybrid,0,1,1,Growing,2,0.2033898305084746,DevTools,Bengaluru,0.0,0.0,4,0.3050847457627119,278
Startup_151,Logistics,Ahmedabad,2020,52,Pre-Series A,1500000,79,5,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,15,Hybrid,0,0,0,High Desirability,2,0.09615384615384616,Logistics,Ahmedabad,14.220976332738882,0.2734803140911323,5,0.28846153846153844,79
Startup_152,SpaceTech,Bengaluru,2024,29,Pre-Series A,9000000,10,7,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,6,Hybrid,0,0,1,Emerging,2,0.2413793103448276,SpaceTech,Bengaluru,16.012735246411598,0.5521632843590206,1,0.20689655172413793,10
IndiaStartup_0001,SaaS,Indore,2021,100,Series A,100000,98,10,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,4,On-site,0,0,0,Emerging,3,0.1,SaaS,Indore,11.51293546492023,0.11512935464920229,4,0.04,98
IndiaStartup_0002,SpaceTech,Gurugram,2021,364,Seed,0,141,15,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,1,On-site,0,0,0,Growing,1,0.04120879120879121,SpaceTech,Gurugram,0.0,0.0,4,0.0027472527472527475,141
IndiaStartup_0003,AgriTech,Pune,2023,64,Seed,25000000,77,8,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,18,Remote,0,0,0,High Desirability,1,0.125,AgriTech,Pune,17.034386422832473,0.2661622878567574,2,0.28125,77
IndiaStartup_0004,SaaS,Mumbai,2017,258,Series B,0,171,23,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,18,On-site,0,0,1,Growing,4,0.08914728682170543,SaaS,Mumbai,0.0,0.0,8,0.06976744186046512,171
IndiaStartup_0005,AgriTech,Bengaluru,2020,287,Bootstrapped,2000000,157,17,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,12,Remote,0,0,1,Emerging,0,0.059233449477351915,AgriTech,Bengaluru,14.508658238524095,0.050552816162104865,5,0.041811846689895474,157
IndiaStartup_0006,D2C,Indore,2025,367,Series B,25000000,38,60,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,6,On-site,0,0,0,High Desirability,4,0.16348773841961853,D2C,Indore,17.034386422832473,0.04641522186057894,0,0.01634877384196185,38
IndiaStartup_0007,Climate Tech,Gurugram,2018,365,Series B,1000000,142,61,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,27,Remote,0,0,0,High Desirability,4,0.16712328767123288,Climate Tech,Gurugram,13.815511557963774,0.03785071659716102,7,0.07397260273972603,142
IndiaStartup_0008,D2C,Nagpur,2019,202,Series A,0,149,13,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,8,Hybrid,0,0,0,High Desirability,3,0.06435643564356436,D2C,Nagpur,0.0,0.0,6,0.039603960396039604,149
IndiaStartup_0009,SaaS,Bengaluru,2025,301,Pre-Series A,5000000,10,37,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,26,On-site,0,0,1,Growing,2,0.12292358803986711,SaaS,Bengaluru,15.424948670398354,0.05124567664584171,0,0.08637873754152824,10
IndiaStartup_0010,AI,Pune,2025,277,Bootstrapped,250000,38,54,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,4,Hybrid,0,1,0,Growing,0,0.19494584837545126,AI,Pune,12.429220196836383,0.04487083103551041,0,0.01444043321299639,76
IndiaStartup_0011,Robotics,Indore,2018,35,Series A,25000000,148,6,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,20,Remote,0,1,0,Growing,3,0.17142857142857143,Robotics,Indore,17.034386422832473,0.48669675493807063,7,0.5714285714285714,296
IndiaStartup_0012,SaaS,Ahmedabad,2023,334,Series B,25000000,124,26,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,5,On-site,0,0,0,Growing,4,0.07784431137724551,SaaS,Ahmedabad,17.034386422832473,0.05100115695458824,2,0.014970059880239521,124
IndiaStartup_0013,SaaS,Indore,2023,94,Seed,0,38,10,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,4,Hybrid,0,0,0,Growing,1,0.10638297872340426,SaaS,Indore,0.0,0.0,2,0.0425531914893617,38
IndiaStartup_0014,EdTech,Nagpur,2025,142,Series B,250000,122,26,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,14,Hybrid,0,0,0,Emerging,4,0.18309859154929578,EdTech,Nagpur,12.429220196836383,0.08752971969603086,0,0.09859154929577464,122
IndiaStartup_0015,SaaS,Gurugram,2024,327,Series A,1000000,98,29,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,2,Hybrid,0,0,0,Emerging,3,0.08868501529051988,SaaS,Gurugram,13.815511557963774,0.04224927081946108,1,0.0061162079510703364,98
IndiaStartup_0016,SaaS,Mumbai,2020,246,Series A,2000000,23,47,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,4,Hybrid,0,0,1,Growing,3,0.1910569105691057,SaaS,Mumbai,14.508658238524095,0.058978285522455674,5,0.016260162601626018,23
IndiaStartup_0017,HR Tech,Mumbai,2022,37,Pre-Series A,10000000,8,7,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,22,Remote,0,0,1,Growing,2,0.1891891891891892,HR Tech,Mumbai,16.118095750958314,0.43562420948535985,3,0.5945945945945946,8
IndiaStartup_0018,Robotics,Chennai,2024,233,Series A,10000000,32,13,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,11,Hybrid,0,1,0,High Desirability,3,0.055793991416309016,Robotics,Chennai,16.118095750958314,0.069176376613555,1,0.04721030042918455,64
IndiaStartup_0019,D2C,Indore,2019,210,Pre-Series A,2000000,153,38,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,25,On-site,0,0,0,Emerging,2,0.18095238095238095,D2C,Indore,14.508658238524095,0.06908884875487664,6,0.11904761904761904,153
IndiaStartup_0020,EdTech,Noida,2017,306,Series A,250000,173,34,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,16,Hybrid,0,0,0,High Desirability,3,0.1111111111111111,EdTech,Noida,12.429220196836383,0.04061836665632805,8,0.05228758169934641,173
IndiaStartup_0021,HealthTech,Nagpur,2022,151,Seed,0,66,12,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,2,Hybrid,0,0,0,High Desirability,1,0.07947019867549669,HealthTech,Nagpur,0.0,0.0,3,0.013245033112582781,66
IndiaStartup_0022,Semiconductor,Surat,2024,118,Series B,0,110,8,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,6,On-site,0,1,0,High Desirability,4,0.06779661016949153,Semiconductor,Surat,0.0,0.0,1,0.05084745762711865,220
IndiaStartup_0023,Logistics,Chennai,2017,176,Series B,250000,115,22,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,11,Remote,0,0,0,Growing,4,0.125,Logistics,Chennai,12.429220196836383,0.07062056930020671,8,0.0625,115
IndiaStartup_0024,D2C,Jaipur,2023,273,Series B,10000000,82,14,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,27,Hybrid,0,0,0,Emerging,4,0.05128205128205128,D2C,Jaipur,16.118095750958314,0.059040643776404084,2,0.0989010989010989,82
IndiaStartup_0025,DevTools,Jaipur,2018,93,Bootstrapped,1000000,152,3,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,25,Remote,0,1,0,Emerging,0,0.03225806451612903,DevTools,Jaipur,13.815511557963774,0.14855388772004058,7,0.26881720430107525,304
IndiaStartup_0026,Robotics,Chennai,2021,400,Seed,2000000,78,21,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,9,Remote,0,1,0,High Desirability,1,0.0525,Robotics,Chennai,14.508658238524095,0.036271645596310235,4,0.0225,156
IndiaStartup_0027,HealthTech,Ahmedabad,2024,374,Series B,1000000,118,67,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,24,Hybrid,0,0,0,Growing,4,0.17914438502673796,HealthTech,Ahmedabad,13.815511557963774,0.036939870475838965,1,0.06417112299465241,118
IndiaStartup_0028,HR Tech,Hyderabad,2017,381,Series B,500000,47,40,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,26,On-site,0,0,1,Emerging,4,0.10498687664041995,HR Tech,Hyderabad,13.122365377402328,0.0344419038776964,8,0.06824146981627296,47
IndiaStartup_0029,HealthTech,Indore,2016,280,Series B,500000,94,49,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,4,Hybrid,0,0,0,High Desirability,4,0.175,HealthTech,Indore,13.122365377402328,0.04686559063357974,9,0.014285714285714285,94
IndiaStartup_0030,Logistics,Mumbai,2019,313,Seed,5000000,96,43,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,3,Hybrid,0,0,1,Growing,1,0.13738019169329074,Logistics,Mumbai,15.424948670398354,0.049280986167406886,6,0.009584664536741214,96
IndiaStartup_0031,HR Tech,Indore,2019,60,Series B,250000,126,11,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,30,Remote,0,0,0,Growing,4,0.18333333333333332,HR Tech,Indore,12.429220196836383,0.20715366994727305,6,0.5,126
IndiaStartup_0032,HealthTech,Kochi,2020,268,Series B,1000000,169,26,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,30,Hybrid,0,0,0,High Desirability,4,0.09701492537313433,HealthTech,Kochi,13.815511557963774,0.05155041626105886,5,0.11194029850746269,169
IndiaStartup_0033,Logistics,Delhi,2021,6,Series B,25000000,65,1,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,20,On-site,0,0,1,Growing,4,0.16666666666666666,Logistics,Delhi,17.034386422832473,2.8390644038054123,4,3.3333333333333335,65
IndiaStartup_0034,SaaS,Chennai,2022,351,Series B,100000,132,21,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,28,Remote,0,0,0,High Desirability,4,0.05982905982905983,SaaS,Chennai,11.51293546492023,0.03280038593994367,3,0.07977207977207977,132
IndiaStartup_0035,AgriTech,Pune,2023,237,Series B,0,149,46,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,25,Remote,0,0,0,Emerging,4,0.1940928270042194,AgriTech,Pune,0.0,0.0,2,0.10548523206751055,149
IndiaStartup_0036,D2C,Noida,2018,167,Pre-Series A,10000000,168,10,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,24,Hybrid,0,0,0,Emerging,2,0.059880239520958084,D2C,Noida,16.118095750958314,0.09651554341891207,7,0.1437125748502994,168
IndiaStartup_0037,D2C,Mumbai,2018,97,Seed,0,69,14,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,24,Hybrid,0,0,1,Emerging,1,0.14432989690721648,D2C,Mumbai,0.0,0.0,7,0.24742268041237114,69
IndiaStartup_0038,DeepTech,Mumbai,2019,177,Pre-Series A,25000000,80,7,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,28,Remote,0,1,1,High Desirability,2,0.03954802259887006,DeepTech,Mumbai,17.034386422832473,0.0962394713154377,6,0.15819209039548024,160
IndiaStartup_0039,DeepTech,Delhi,2018,237,Pre-Series A,250000,177,9,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,2,Remote,0,1,1,High Desirability,2,0.0379746835443038,DeepTech,Delhi,12.429220196836383,0.052443967075259,7,0.008438818565400843,354
IndiaStartup_0040,D2C,Hyderabad,2024,303,Series A,250000,147,22,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,23,Remote,0,0,1,High Desirability,3,0.07260726072607261,D2C,Hyderabad,12.429220196836383,0.04102052870243031,1,0.07590759075907591,147
IndiaStartup_0041,Climate Tech,Gurugram,2023,180,Series A,25000000,75,23,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,12,On-site,0,0,0,High Desirability,3,0.12777777777777777,Climate Tech,Gurugram,17.034386422832473,0.09463548012684707,2,0.06666666666666667,75
IndiaStartup_0042,HR Tech,Nagpur,2024,395,Pre-Series A,10000000,9,44,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,3,Hybrid,0,0,0,Emerging,2,0.11139240506329114,HR Tech,Nagpur,16.118095750958314,0.04080530569862864,1,0.007594936708860759,9
IndiaStartup_0043,Robotics,Bengaluru,2022,364,Pre-Series A,25000000,156,50,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,19,Hybrid,0,1,1,Growing,2,0.13736263736263737,Robotics,Bengaluru,17.034386422832473,0.046797764897891406,3,0.0521978021978022,312
IndiaStartup_0044,SaaS,Jaipur,2025,294,Pre-Series A,100000,99,35,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,29,On-site,0,0,0,Emerging,2,0.11904761904761904,SaaS,Jaipur,11.51293546492023,0.03915964443850418,0,0.09863945578231292,99
IndiaStartup_0045,EdTech,Hyderabad,2025,287,Bootstrapped,100000,25,45,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,11,Hybrid,0,0,1,Emerging,0,0.156794425087108,EdTech,Hyderabad,11.51293546492023,0.04011475771749209,0,0.03832752613240418,25
IndiaStartup_0046,SpaceTech,Nagpur,2023,89,Series A,0,130,7,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,26,Hybrid,0,0,0,Growing,3,0.07865168539325842,SpaceTech,Nagpur,0.0,0.0,2,0.29213483146067415,130
IndiaStartup_0047,SpaceTech,Ahmedabad,2016,51,Series A,500000,34,8,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,27,Hybrid,0,0,0,Emerging,3,0.1568627450980392,SpaceTech,Ahmedabad,13.122365377402328,0.2573012819098496,9,0.5294117647058824,34
IndiaStartup_0048,DeepTech,Bengaluru,2024,385,Series A,0,76,43,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,15,Remote,0,1,1,Growing,3,0.11168831168831168,DeepTech,Bengaluru,0.0,0.0,1,0.03896103896103896,152
IndiaStartup_0049,Robotics,Indore,2021,336,Series B,25000000,116,64,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,5,On-site,0,1,0,High Desirability,4,0.19047619047619047,Robotics,Indore,17.034386422832473,0.05069757863938236,4,0.01488095238095238,232
IndiaStartup_0050,Climate Tech,Bengaluru,2018,250,Series A,500000,86,31,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,5,Remote,0,0,1,Growing,3,0.124,Climate Tech,Bengaluru,13.122365377402328,0.052489461509609314,7,0.02,86
IndiaStartup_0051,DevTools,Kochi,2019,154,Bootstrapped,100000,65,13,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,18,Remote,0,1,0,Emerging,0,0.08441558441558442,DevTools,Kochi,11.51293546492023,0.07475932120078072,6,0.11688311688311688,130
