company_name,sector,hq_city,founded_year,employee_count,funding_stage,total_funding_usd,employee_growth_pct,active_job_openings,top_hiring_roles,wlb_rating,culture_rating,growth_opportunity_rating,salary_rating,overall_employee_rating,glassdoor_reviews_count,remote_friendly,layoff_flag,ai_roles_focus,tier2_expansion,hire_quality_label
Swish,Food Delivery,Bengaluru,2024,115,Series A,14000000,42,18,Software Engineer; QA Executive; Ops Manager,3.8,4.1,4.4,3.6,4.0,12,Hybrid,0,0,0,Growing
IndiaStartup_0476,HealthTech,Hyderabad,2025,187,Seed,100000,86,37,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,13,Hybrid,0,0,1,High Desirability
IndiaStartup_0477,Logistics,Pune,2022,190,Seed,500000,122,20,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,8,On-site,0,0,0,Growing
IndiaStartup_0478,FinTech,Mumbai,2025,348,Bootstrapped,0,165,48,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,25,Remote,0,0,1,Growing
IndiaStartup_0479,AgriTech,Bengaluru,2020,77,Series A,1000000,66,9,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,7,Hybrid,0,0,1,Emerging
IndiaStartup_0480,Logistics,Jaipur,2018,219,Series B,100000,15,11,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,17,Hybrid,0,0,0,Emerging
IndiaStartup_0481,Logistics,Nagpur,2020,122,Bootstrapped,10000000,164,14,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,21,Remote,0,0,0,Emerging
IndiaStartup_0482,Climate Tech,Mumbai,2020,66,Pre-Series A,1000000,83,11,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,16,Remote,0,0,1,Emerging
IndiaStartup_0483,SaaS,Nagpur,2016,359,Bootstrapped,1000000,18,62,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,9,Remote,0,0,0,Emerging
IndiaStartup_0484,AgriTech,Ahmedabad,2020,109,Pre-Series A,100000,148,15,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,30,Hybrid,0,0,0,Emerging
IndiaStartup_0485,FinTech,Jaipur,2019,61,Pre-Series A,100000,56,2,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,18,Hybrid,0,0,0,High Desirability
IndiaStartup_0486,HealthTech,Hyderabad,2020,157,Bootstrapped,1000000,26,30,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,7,Hybrid,0,0,1,High Desirability
IndiaStartup_0487,DeepTech,Hyderabad,2022,99,Series B,100000,175,7,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,16,Hybrid,0,1,1,Emerging
IndiaStartup_0488,SpaceTech,Surat,2023,364,Series A,100000,108,22,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,7,Hybrid,0,0,0,Emerging
IndiaStartup_0489,HR Tech,Jaipur,2016,326,Pre-Series A,100000,27,34,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,15,On-site,0,0,0,Emerging
IndiaStartup_0490,Semiconductor,Kochi,2024,138,Pre-Series A,5000000,129,19,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,9,On-site,0,1,0,High Desirability
IndiaStartup_0491,HR Tech,Jaipur,2023,92,Series A,0,82,14,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,10,Hybrid,0,0,0,Emerging
IndiaStartup_0492,HR Tech,Gurugram,2025,113,Series B,1000000,84,21,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,11,Remote,0,0,0,Emerging
IndiaStartup_0493,DevTools,Chennai,2018,74,Series B,500000,134,7,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,4,Remote,0,1,0,Emerging
IndiaStartup_0494,DevTools,Indore,2021,268,Series A,25000000,74,28,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,15,On-site,0,1,0,Growing
IndiaStartup_0495,HealthTech,Hyderabad,2022,113,Series A,250000,109,14,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,21,Remote,0,0,1,High Desirability
IndiaStartup_0496,HealthTech,Chennai,2019,80,Series A,25000000,173,13,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,17,Hybrid,0,0,0,Emerging
IndiaStartup_0497,AI,Chennai,2018,32,Bootstrapped,25000000,86,3,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,7,Hybrid,0,1,0,Emerging
IndiaStartup_0498,DeepTech,Ahmedabad,2024,294,Seed,2000000,163,12,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,17,On-site,0,1,0,Emerging
IndiaStartup_0499,HR Tech,Indore,2017,201,Pre-Series A,2000000,72,34,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,27,Hybrid,0,0,0,Growing
IndiaStartup_0500,Semiconductor,Mumbai,2021,65,Bootstrapped,5000000,52,7,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,23,Remote,0,1,1,Growing
IndiaStartup_0501,Robotics,Nagpur,2022,281,Bootstrapped,500000,28,42,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,24,Hybrid,0,1,0,Growing
IndiaStartup_0502,Logistics,Mumbai,2024,66,Seed,2000000,112,6,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,11,Remote,0,0,1,Growing
IndiaStartup_0503,HR Tech,Pune,2022,247,Series A,1000000,65,10,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,9,On-site,0,0,0,High Desirability
IndiaStartup_0504,AgriTech,Chennai,2025,234,Series B,0,45,22,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,30,Remote,0,0,0,Emerging
IndiaStartup_0505,AgriTech,Noida,2020,21,Pre-Series A,5000000,112,2,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,14,Remote,0,0,0,Emerging
IndiaStartup_0506,D2C,Pune,2017,106,Series B,250000,163,19,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,29,Hybrid,0,0,0,High Desirability
IndiaStartup_0507,AI,Ahmedabad,2019,326,Series B,10000000,74,29,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,23,Hybrid,0,1,0,Emerging
IndiaStartup_0508,Climate Tech,Surat,2020,122,Series B,5000000,58,10,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,23,Hybrid,0,0,0,High Desirability
IndiaStartup_0509,SaaS,Gurugram,2021,153,Series A,2000000,141,10,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,25,Hybrid,0,0,0,High Desirability
IndiaStartup_0510,Semiconductor,Hyderabad,2022,221,Series B,5000000,65,26,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,15,Hybrid,0,1,1,High Desirability
IndiaStartup_0511,AgriTech,Noida,2024,227,Seed,2000000,113,38,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,11,Hybrid,0,0,0,High Desirability
IndiaStartup_0512,SpaceTech,Nagpur,2024,45,Series A,100000,105,3,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,19,Remote,0,0,0,Growing
IndiaStartup_0513,SpaceTech,Noida,2023,108,Pre-Series A,2000000,43,17,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,28,On-site,0,0,0,High Desirability
IndiaStartup_0514,DeepTech,Kochi,2021,342,Series A,2000000,11,46,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,7,Remote,0,1,0,Growing
IndiaStartup_0515,FinTech,Hyderabad,2023,73,Bootstrapped,1000000,155,9,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,30,On-site,0,0,1,Growing
IndiaStartup_0516,SaaS,Delhi,2018,89,Pre-Series A,100000,64,16,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,9,On-site,0,0,1,High Desirability
IndiaStartup_0517,DeepTech,Noida,2017,343,Bootstrapped,500000,73,60,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,21,Hybrid,0,1,0,Emerging
IndiaStartup_0518,EdTech,Surat,2019,77,Series A,100000,79,4,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,11,Remote,0,0,0,Emerging
IndiaStartup_0519,Semiconductor,Kochi,2016,238,Series A,100000,103,16,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,4,Remote,0,1,0,High Desirability
IndiaStartup_0520,AgriTech,Noida,2021,141,Bootstrapped,2000000,101,13,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,24,Remote,0,0,0,Emerging
IndiaStartup_0521,Logistics,Ahmedabad,2024,364,Seed,2000000,170,43,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,16,Remote,0,0,0,High Desirability
IndiaStartup_0522,EdTech,Hyderabad,2019,6,Seed,100000,23,1,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,6,Hybrid,0,0,1,Growing
IndiaStartup_0523,HR Tech,Delhi,2019,400,Bootstrapped,1000000,151,75,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,18,Remote,0,0,1,Growing
IndiaStartup_0524,SpaceTech,Pune,2018,291,Bootstrapped,100000,129,47,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,7,On-site,0,0,0,High Desirability
IndiaStartup_0525,AgriTech,Gurugram,2025,57,Seed,2000000,110,6,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,13,Remote,0,0,0,Emerging
IndiaStartup_0526,DeepTech,Ahmedabad,2023,349,Seed,25000000,164,15,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,3,On-site,0,1,0,Emerging
IndiaStartup_0527,Robotics,Nagpur,2022,216,Series A,100000,52,9,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,3,On-site,0,1,0,Growing
IndiaStartup_0528,FinTech,Chennai,2018,298,Seed,500000,65,13,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,4,Hybrid,0,0,0,Growing
IndiaStartup_0529,EdTech,Nagpur,2022,311,Bootstrapped,250000,151,12,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,13,Hybrid,0,0,0,High Desirability
IndiaStartup_0530,HealthTech,Hyderabad,2021,214,Series A,10000000,11,35,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,26,Remote,0,0,1,Emerging
IndiaStartup_0531,FinTech,Chennai,2021,17,Pre-Series A,100000,158,2,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,4,On-site,0,0,0,High Desirability
IndiaStartup_0532,Semiconductor,Chennai,2019,392,Series A,5000000,154,69,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,8,On-site,0,1,0,Growing
IndiaStartup_0533,EdTech,Hyderabad,2019,170,Pre-Series A,0,97,32,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,15,On-site,0,0,1,High Desirability
IndiaStartup_0534,SpaceTech,Mumbai,2016,77,Series B,5000000,130,10,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,30,Hybrid,0,0,1,High Desirability
IndiaStartup_0535,Semiconductor,Mumbai,2023,293,Series B,1000000,62,26,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,17,Hybrid,0,1,1,Growing
IndiaStartup_0536,Semiconductor,Indore,2021,36,Pre-Series A,2000000,131,2,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,19,Remote,0,1,0,High Desirability
IndiaStartup_0537,Climate Tech,Nagpur,2022,56,Bootstrapped,100000,31,1,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,1,Remote,0,0,0,Growing
IndiaStartup_0538,Robotics,Indore,2024,21,Seed,10000000,123,2,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,9,On-site,0,1,0,Growing
IndiaStartup_0539,EdTech,Surat,2021,336,Pre-Series A,100000,50,26,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,7,Hybrid,0,0,0,Emerging
IndiaStartup_0540,HealthTech,Mumbai,2018,190,Bootstrapped,0,143,9,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,29,On-site,0,0,1,High Desirability
IndiaStartup_0541,Robotics,Jaipur,2019,285,Bootstrapped,10000000,74,26,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,19,On-site,0,1,0,Emerging
IndiaStartup_0542,SpaceTech,Ahmedabad,2023,194,Series B,25000000,22,17,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,1,Remote,0,0,0,Growing
IndiaStartup_0543,SaaS,Ahmedabad,2018,399,Seed,0,26,38,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,26,On-site,0,0,0,High Desirability
IndiaStartup_0544,Robotics,Hyderabad,2024,204,Series B,5000000,111,33,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,11,Remote,0,1,1,High Desirability
IndiaStartup_0545,DeepTech,Bengaluru,2018,224,Series A,250000,138,44,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,8,Hybrid,0,1,1,Growing
IndiaStartup_0546,AgriTech,Delhi,2025,133,Pre-Series A,0,5,7,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,1,Remote,0,0,1,Emerging
IndiaStartup_0547,SpaceTech,Hyderabad,2023,175,Pre-Series A,2000000,119,19,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,11,Hybrid,0,0,1,High Desirability
IndiaStartup_0548,Semiconductor,Pune,2019,331,Bootstrapped,10000000,179,36,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,26,Hybrid,0,1,0,High Desirability
IndiaStartup_0549,DevTools,Delhi,2016,304,Bootstrapped,0,97,15,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,16,Remote,0,1,1,Emerging
IndiaStartup_0550,Semiconductor,Bengaluru,2025,208,Bootstrapped,1000000,136,31,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,14,On-site,0,1,1,High Desirability
IndiaStartup_0551,AgriTech,Mumbai,2017,170,Bootstrapped,500000,60,23,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,11,Hybrid,0,0,1,Emerging
IndiaStartup_0552,HealthTech,Kochi,2017,254,Bootstrapped,5000000,150,8,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,7,On-site,0,0,0,High Desirability
IndiaStartup_0553,SpaceTech,Surat,2017,17,Series A,100000,89,1,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,18,Hybrid,0,0,0,High Desirability
IndiaStartup_0554,HealthTech,Kochi,2019,97,Seed,500000,129,10,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,16,On-site,0,0,0,Growing
IndiaStartup_0555,Semiconductor,Surat,2020,303,Seed,10000000,83,19,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,9,On-site,0,1,0,High Desirability
IndiaStartup_0556,FinTech,Indore,2019,312,Bootstrapped,10000000,179,61,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,27,Remote,0,0,0,Growing
IndiaStartup_0557,HR Tech,Bengaluru,2021,307,Series B,250000,105,34,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,10,Remote,0,0,1,Growing
IndiaStartup_0558,DevTools,Ahmedabad,2024,37,Pre-Series A,250000,140,2,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,25,Hybrid,0,1,0,Emerging
IndiaStartup_0559,DevTools,Delhi,2022,86,Seed,25000000,27,4,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,10,Hybrid,0,1,1,Emerging
IndiaStartup_0560,AgriTech,Gurugram,2017,349,Pre-Series A,500000,79,16,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,28,On-site,0,0,0,Emerging
IndiaStartup_0561,AI,Hyderabad,2018,226,Series B,1000000,174,13,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,4,Hybrid,0,1,1,High Desirability
IndiaStartup_0562,FinTech,Nagpur,2019,147,Series B,250000,39,4,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,9,On-site,0,0,0,Emerging
IndiaStartup_0563,SpaceTech,Jaipur,2020,354,Bootstrapped,100000,22,56,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,11,On-site,0,0,0,High Desirability
IndiaStartup_0564,SaaS,Ahmedabad,2019,295,Bootstrapped,1000000,141,24,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,21,On-site,0,0,0,Emerging
IndiaStartup_0565,Logistics,Jaipur,2025,329,Pre-Series A,250000,48,21,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,8,On-site,0,0,0,Emerging
IndiaStartup_0566,DevTools,Ahmedabad,2024,103,Series B,1000000,133,19,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,15,On-site,0,1,0,Growing
IndiaStartup_0567,SpaceTech,Mumbai,2020,7,Pre-Series A,0,56,1,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,9,Remote,0,0,1,Growing
IndiaStartup_0568,EdTech,Hyderabad,2018,65,Series B,10000000,5,8,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,26,Remote,0,0,1,High Desirability
IndiaStartup_0569,FinTech,Ahmedabad,2020,219,Series B,5000000,112,40,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,30,On-site,0,0,0,High Desirability
IndiaStartup_0570,EdTech,Indore,2016,71,Seed,1000000,73,3,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,17,On-site,0,0,0,Growing
IndiaStartup_0571,Climate Tech,Noida,2023,188,Seed,0,116,17,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,23,On-site,0,0,0,High Desirability
IndiaStartup_0572,SaaS,Kochi,2023,39,Series A,2000000,67,6,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,13,On-site,0,0,0,Emerging
IndiaStartup_0573,AgriTech,Kochi,2023,340,Series A,10000000,95,38,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,9,On-site,0,0,0,Growing
IndiaStartup_0574,D2C,Gurugram,2022,37,Series B,10000000,161,7,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,14,On-site,0,0,0,Growing
IndiaStartup_0575,SaaS,Bengaluru,2017,32,Series A,10000000,65,4,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,9,On-site,0,0,1,Emerging
IndiaStartup_0576,EdTech,Ahmedabad,2022,15,Seed,100000,69,1,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,21,On-site,0,0,0,Emerging
IndiaStartup_0577,DevTools,Bengaluru,2016,189,Bootstrapped,100000,143,16,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,21,Remote,0,1,1,High Desirability
IndiaStartup_0578,AgriTech,Noida,2018,77,Series B,10000000,42,15,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,27,On-site,0,0,0,Growing
IndiaStartup_0579,SaaS,Nagpur,2024,261,Pre-Series A,1000000,24,50,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,12,Remote,0,0,0,Emerging
IndiaStartup_0580,Logistics,Mumbai,2025,83,Series A,2000000,105,9,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,13,Hybrid,0,0,1,Emerging
IndiaStartup_0581,EdTech,Ahmedabad,2017,385,Series A,0,165,22,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,20,Hybrid,0,0,0,High Desirability
IndiaStartup_0582,EdTech,Chennai,2016,86,Pre-Series A,500000,103,5,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,25,Remote,0,0,0,Emerging
IndiaStartup_0583,DevTools,Nagpur,2018,93,Pre-Series A,250000,32,16,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,4,Remote,0,1,0,High Desirability
IndiaStartup_0584,HR Tech,Indore,2023,379,Seed,1000000,18,38,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,16,Hybrid,0,0,0,Emerging
IndiaStartup_0585,DeepTech,Chennai,2020,192,Pre-Series A,25000000,88,23,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,10,Remote,0,1,0,High Desirability
IndiaStartup_0586,HR Tech,Ahmedabad,2016,122,Series B,2000000,145,22,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,14,On-site,0,0,0,Growing
IndiaStartup_0587,Climate Tech,Bengaluru,2016,21,Pre-Series A,25000000,130,3,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,25,Hybrid,0,0,1,Growing
IndiaStartup_0588,Robotics,Hyderabad,2017,233,Bootstrapped,1000000,104,27,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,30,Remote,0,1,1,High Desirability
IndiaStartup_0589,D2C,Kochi,2023,325,Seed,5000000,13,63,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,9,Hybrid,0,0,0,Growing
IndiaStartup_0590,EdTech,Pune,2022,288,Seed,250000,7,29,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,5,On-site,0,0,0,Emerging
IndiaStartup_0591,Semiconductor,Bengaluru,2016,254,Bootstrapped,2000000,102,43,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,13,Remote,0,1,1,Growing
IndiaStartup_0592,AgriTech,Chennai,2022,45,Series B,5000000,167,5,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,7,On-site,0,0,0,High Desirability
IndiaStartup_0593,Robotics,Pune,2025,394,Series B,500000,7,74,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,1,On-site,0,1,0,Emerging
IndiaStartup_0594,HR Tech,Kochi,2018,9,Series A,25000000,71,1,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,22,Remote,0,0,0,Emerging
IndiaStartup_0595,AgriTech,Gurugram,2016,54,Bootstrapped,5000000,46,9,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,25,On-site,0,0,0,Emerging
IndiaStartup_0596,Climate Tech,Delhi,2021,209,Series A,500000,170,6,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,20,Remote,0,0,1,Growing
IndiaStartup_0597,Semiconductor,Bengaluru,2023,18,Seed,100000,72,2,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,14,Remote,0,1,1,High Desirability
IndiaStartup_0598,Climate Tech,Mumbai,2020,313,Pre-Series A,5000000,48,22,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,1,Remote,0,0,1,High Desirability
IndiaStartup_0599,Robotics,Mumbai,2017,87,Bootstrapped,0,94,16,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,13,Remote,0,1,1,Emerging
IndiaStartup_0600,D2C,Delhi,2016,219,Bootstrapped,0,83,10,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,24,On-site,0,0,1,High Desirability
IndiaStartup_0601,DeepTech,Noida,2019,72,Bootstrapped,2000000,131,11,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,9,On-site,0,1,0,Growing
IndiaStartup_0602,HR Tech,Kochi,2019,197,Series B,0,133,19,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,7,Remote,0,0,0,Growing
IndiaStartup_0603,DevTools,Indore,2025,79,Seed,25000000,135,14,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,27,Hybrid,0,1,0,Emerging
IndiaStartup_0604,AgriTech,Surat,2016,75,Series A,25000000,135,13,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,1,Hybrid,0,0,0,Growing
IndiaStartup_0605,Logistics,Pune,2025,88,Series B,25000000,76,5,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,17,On-site,0,0,0,Growing
IndiaStartup_0606,HR Tech,Mumbai,2019,192,Series A,25000000,64,33,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,19,Remote,0,0,1,Emerging
IndiaStartup_0607,FinTech,Gurugram,2024,234,Series B,2000000,106,34,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,21,Hybrid,0,0,0,High Desirability
IndiaStartup_0608,D2C,Indore,2020,278,Bootstrapped,1000000,180,45,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,17,On-site,0,0,0,Emerging
IndiaStartup_0609,Logistics,Gurugram,2016,305,Series B,5000000,180,30,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,8,On-site,0,0,0,High Desirability
IndiaStartup_0610,Climate Tech,Hyderabad,2019,53,Pre-Series A,25000000,20,3,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,24,Hybrid,0,0,1,Emerging
IndiaStartup_0611,EdTech,Noida,2017,91,Bootstrapped,25000000,29,17,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,24,Hybrid,0,0,0,High Desirability
IndiaStartup_0612,SaaS,Delhi,2019,73,Seed,1000000,133,8,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,23,Hybrid,0,0,1,Emerging
IndiaStartup_0613,Semiconductor,Mumbai,2024,187,Series A,500000,73,14,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,28,Hybrid,0,1,1,High Desirability
IndiaStartup_0614,AI,Gurugram,2022,42,Series A,5000000,135,6,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,7,Hybrid,0,1,0,Growing
IndiaStartup_0615,HealthTech,Gurugram,2022,214,Seed,500000,74,8,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,16,Remote,0,0,0,High Desirability
IndiaStartup_0616,FinTech,Bengaluru,2021,168,Bootstrapped,1000000,132,13,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,1,On-site,0,0,1,High Desirability
IndiaStartup_0617,AI,Mumbai,2022,37,Bootstrapped,10000000,157,7,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,11,On-site,0,1,1,High Desirability
IndiaStartup_0618,AI,Kochi,2021,82,Seed,500000,115,4,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,5,Hybrid,0,1,0,Growing
IndiaStartup_0619,EdTech,Indore,2017,240,Seed,25000000,134,15,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,10,On-site,0,0,0,High Desirability
IndiaStartup_0620,DeepTech,Kochi,2016,47,Bootstrapped,5000000,51,5,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,29,Hybrid,0,1,0,Growing
IndiaStartup_0621,EdTech,Bengaluru,2025,301,Seed,10000000,34,45,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,9,Hybrid,0,0,1,Emerging
IndiaStartup_0622,Robotics,Ahmedabad,2021,302,Series A,5000000,105,26,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,13,Hybrid,0,1,0,High Desirability
IndiaStartup_0623,DeepTech,Kochi,2024,377,Pre-Series A,5000000,92,34,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,17,Hybrid,0,1,0,Growing
IndiaStartup_0624,SpaceTech,Nagpur,2020,198,Series B,0,35,20,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,6,Remote,0,0,0,High Desirability
IndiaStartup_0625,SpaceTech,Indore,2021,22,Seed,250000,46,3,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,19,On-site,0,0,0,Emerging
IndiaStartup_0626,AgriTech,Bengaluru,2025,25,Series A,500000,103,4,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,8,Hybrid,0,0,1,High Desirability
IndiaStartup_0627,Climate Tech,Chennai,2024,260,Pre-Series A,500000,83,29,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,10,Remote,0,0,0,High Desirability
IndiaStartup_0628,Semiconductor,Gurugram,2021,150,Seed,100000,52,19,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,27,On-site,0,1,0,High Desirability
IndiaStartup_0629,Climate Tech,Nagpur,2017,327,Series B,0,172,35,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,3,On-site,0,0,0,Growing
